usrid,separation,probability,ra,dec,name,bb_kt,powlaw_gamma,var_prob_b,var_mean_b,var_sigma_b,var_max_b,var_min_b,hard_hm,hard_hs,hard_ms,flux_aper_h,flux_aper_lolim_h,flux_aper_hilim_h,flux_aper_m,flux_aper_lolim_m,flux_aper_hilim_m,flux_aper_s,flux_aper_lolim_s,flux_aper_hilim_s,flux_aper90_h,flux_aper90_lolim_h,flux_aper90_hilim_h,flux_aper90_m,flux_aper90_lolim_m,flux_aper90_hilim_m,flux_aper90_s,flux_aper90_lolim_s,flux_aper90_hilim_s,var_index_m,var_prob_m,ks_prob_m,kp_prob_m,var_sigma_m,var_mean_m,var_min_m,var_max_m,var_index_h,var_prob_h,ks_prob_h,kp_prob_h,var_sigma_h,var_mean_h,var_min_h,var_max_h,var_index_s,var_prob_s,ks_prob_s,kp_prob_s,var_sigma_s,var_mean_s,var_min_s,var_max_s
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,0.071,0.01577,8.109e-05,0.01586,0.01564,0.321,0.7008,0.4872,1.899e-13,1.638e-13,2.143e-13,3.401e-14,2.855e-14,3.948e-14,5.901e-15,3.658e-15,8.025e-15,1.94e-13,1.671e-13,2.192e-13,3.537e-14,2.968e-14,4.107e-14,5.225e-15,3.002e-15,7.337e-15,0.0,0.252,0.901,0.887,0.0006034,0.006137,0.005549,0.008145,0.0,0.107,0.228,0.23,5.006e-05,0.008369,0.008298,0.008431,0.0,0.388,0.356,0.201,0.0001095,0.001256,0.001177,0.001679
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,0.128,0.01517,0.0001205,0.01529,0.01505,0.3198,0.6896,0.471,1.764e-13,1.519e-13,1.992e-13,3.518e-14,2.903e-14,4.094e-14,7.253e-15,4.798e-15,9.708e-15,1.811e-13,1.559e-13,2.046e-13,3.374e-14,2.78e-14,3.93e-14,7.035e-15,4.531e-15,9.539e-15,6.0,0.974,0.803,0.89,0.004406,0.005968,0.001644,0.01933,0.0,0.213,0.867,0.905,0.000596,0.008067,0.007225,0.00944,0.0,0.379,0.349,0.41,9.898e-05,0.00123,0.001161,0.001585
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,0.075,0.01632,5.435e-05,0.01639,0.01626,0.2536,0.6658,0.4922,1.701e-13,1.468e-13,1.934e-13,3.84e-14,3.231e-14,4.413e-14,7.753e-15,5.403e-15,1.01e-14,1.733e-13,1.494e-13,1.973e-13,3.811e-14,3.195e-14,4.389e-14,5.446e-15,3.128e-15,7.647e-15,0.0,0.253,0.606,0.72,0.0007685,0.006838,0.005989,0.00942,0.0,0.16,0.745,0.817,0.0003083,0.008103,0.007782,0.008571,2.0,0.725,0.912,0.991,0.0003367,0.001396,0.001169,0.0031
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,0.095,0.01012,5.847e-05,0.01017,0.01004,0.4984,0.6583,0.2286,1.21e-13,1.016e-13,1.403e-13,1.75e-14,1.346e-14,2.154e-14,7.268e-15,4.361e-15,1.004e-14,1.222e-13,1.027e-13,1.406e-13,1.78e-14,1.369e-14,2.191e-14,7.386e-15,4.432e-15,1.021e-14,0.0,0.271,0.358,0.105,0.0002199,0.002869,0.002714,0.003897,0.0,0.118,0.465,0.438,2.915e-05,0.006145,0.006114,0.006206,0.0,0.383,0.046,0.071,8.211e-05,0.001093,0.001048,0.001419
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,0.905,0.008385,0.003711,0.02219,0.005337,0.341,0.5559,0.2611,8.225e-14,6.658e-14,9.792e-14,1.452e-14,1.116e-14,1.789e-14,5.152e-15,3.547e-15,6.672e-15,8.247e-14,6.558e-14,9.837e-14,1.475e-14,1.124e-14,1.806e-14,4.163e-15,2.73e-15,5.596e-15,2.0,0.745,0.966,0.922,0.001025,0.002944,0.001295,0.00416,0.0,0.229,0.498,0.206,0.000299,0.003869,0.003618,0.005148,1.0,0.602,0.49,0.322,0.0002442,0.001548,0.001427,0.00301
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,0.123,0.01992,0.0001592,0.02008,0.01976,0.4847,0.777,0.466,2.861e-13,2.527e-13,3.196e-13,3.344e-14,2.781e-14,3.907e-14,6.539e-15,4.103e-15,8.846e-15,2.589e-13,2.263e-13,2.915e-13,3.305e-14,2.731e-14,3.879e-14,7.219e-15,4.581e-15,9.718e-15,0.0,0.143,0.018,0.027,0.000337,0.006157,0.005888,0.007536,0.0,0.293,0.759,0.321,0.0005635,0.01245,0.01188,0.01301,0.0,0.343,0.512,0.118,9.267e-05,0.00131,0.001254,0.001654
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,0.0,0.01919,1.865e-06,0.01919,0.01918,0.3985,0.6821,0.386,2.476e-13,2.161e-13,2.773e-13,3.901e-14,3.269e-14,4.533e-14,1.074e-14,7.347e-15,1.413e-14,2.404e-13,2.092e-13,2.698e-13,3.828e-14,3.192e-14,4.463e-14,1.162e-14,8.016e-15,1.523e-14,0.0,0.113,0.555,0.752,0.000288,0.006652,0.00641,0.0079,0.0,0.037,0.913,0.663,0.0001749,0.01083,0.01053,0.01124,0.0,0.467,0.652,0.724,0.0003871,0.001697,0.001298,0.002762
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,0.185,0.01325,0.000256,0.0135,0.01299,0.4822,0.8382,0.5909,1.92e-13,1.674e-13,2.166e-13,2.489e-14,2.068e-14,2.91e-14,3.07e-15,1.663e-15,4.477e-15,1.894e-13,1.633e-13,2.14e-13,2.464e-14,2.021e-14,2.881e-14,3.264e-15,1.703e-15,4.753e-15,5.0,0.869,0.637,0.476,0.001554,0.004116,0.003217,0.01504,0.0,0.101,0.212,0.307,4.398e-05,0.008536,0.008485,0.008595,0.0,0.45,0.291,0.226,4.576e-05,0.0006021,0.0005794,0.0008265
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,0.8792,2.032,0.114,0.02568,0.0001774,0.02586,0.0255,0.3898,0.8332,0.6571,2.633e-13,2.348e-13,2.917e-13,4.609e-14,3.998e-14,5.177e-14,6.128e-15,4.309e-15,7.948e-15,2.681e-13,2.394e-13,2.95e-13,4.689e-14,4.065e-14,5.275e-14,6.45e-15,4.402e-15,8.395e-15,0.0,0.092,0.0,0.003,3.759e-05,0.009698,0.009654,0.009754,0.0,0.108,0.904,0.885,0.0002273,0.01416,0.01397,0.01455,0.0,0.448,0.186,0.378,0.0002346,0.001834,0.001695,0.002816
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,1.043,1.453,0.578,0.02637,0.002767,0.03005,0.0236,0.4372,0.8195,0.5959,3.317e-13,2.95e-13,3.685e-13,4.212e-14,3.662e-14,4.728e-14,6.282e-15,4.577e-15,7.988e-15,3.345e-13,2.974e-13,3.717e-13,4.13e-14,3.589e-14,4.636e-14,6.69e-15,4.874e-15,8.505e-15,1.0,0.632,0.964,0.836,0.001601,0.009276,0.007849,0.01132,0.0,0.1,0.533,0.78,0.0001193,0.01474,0.0146,0.0149,2.0,0.754,0.904,0.634,0.0007921,0.002219,0.001427,0.003011
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,0.071,0.01513,0.000326,0.01586,0.01469,0.4135,0.7695,0.5134,2.063e-13,1.776e-13,2.35e-13,3.316e-14,2.776e-14,3.856e-14,4.891e-15,2.877e-15,6.809e-15,1.945e-13,1.677e-13,2.212e-13,3.366e-14,2.805e-14,3.927e-14,5.291e-15,3.234e-15,7.349e-15,1.0,0.657,0.169,0.228,0.001512,0.005219,0.004016,0.01179,1.0,0.515,0.731,0.917,0.001893,0.008863,0.005283,0.01211,0.0,0.394,0.427,0.609,8.166e-05,0.001044,0.0009963,0.001369
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,0.377,0.007901,0.0005664,0.008468,0.007335,0.4297,0.5534,0.1599,5.744e-14,4.694e-14,6.794e-14,1.301e-14,1.01e-14,1.576e-14,4.965e-15,3.491e-15,6.439e-15,5.88e-14,4.805e-14,6.955e-14,1.366e-14,1.06e-14,1.671e-14,5.416e-15,3.891e-15,6.866e-15,0.0,0.462,0.811,0.83,0.0003478,0.002469,0.002204,0.003873,2.0,0.747,0.989,0.971,0.001245,0.003985,0.002196,0.005534,1.0,0.657,0.939,0.826,0.0004536,0.001436,0.0009674,0.002001
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,0.102,0.005858,1.672e-05,0.005885,0.005841,0.4172,0.8045,0.5784,6.206e-14,4.964e-14,7.378e-14,1.036e-14,7.738e-15,1.285e-14,2.063e-15,1.011e-15,3.116e-15,6.113e-14,4.877e-14,7.28e-14,1.046e-14,7.742e-15,1.304e-14,1.311e-15,4.214e-16,2.201e-15,0.0,0.28,0.548,0.465,0.0001498,0.0021,0.001906,0.002322,0.0,0.137,0.406,0.688,7.144e-05,0.003313,0.003226,0.003424,,,,,,,,
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,0.21,0.01173,0.001162,0.0159,0.01041,0.2886,0.7558,0.5946,1.01e-13,8.461e-14,1.165e-13,2.273e-14,1.903e-14,2.643e-14,3.423e-15,2.156e-15,4.691e-15,1.032e-13,8.649e-14,1.19e-13,2.383e-14,1.995e-14,2.771e-14,3.175e-15,1.802e-15,4.462e-15,1.0,0.635,0.859,0.935,0.001278,0.004971,0.003922,0.01091,0.0,0.144,0.534,0.594,0.0003309,0.005811,0.005493,0.007166,0.0,0.451,0.026,0.046,0.0001134,0.0009931,0.0009055,0.001539
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,0.55,0.008143,0.002057,0.01711,0.006503,0.451,0.7995,0.5347,1.327e-13,1.109e-13,1.533e-13,1.586e-14,1.247e-14,1.903e-14,2.812e-15,1.258e-15,4.366e-15,1.368e-13,1.151e-13,1.585e-13,1.564e-14,1.226e-14,1.881e-14,2.551e-15,9.109e-16,4.099e-15,6.0,0.974,0.998,0.994,0.001473,0.002646,0.001173,0.004119,2.0,0.872,0.824,0.916,0.001928,0.005092,0.003729,0.01431,,,,,,,,
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,0.9998,1.412,0.644,0.02688,0.002644,0.03004,0.02381,0.3985,0.722,0.4547,2.929e-13,2.67e-13,3.189e-13,4.229e-14,3.731e-14,4.694e-14,9.914e-15,7.781e-15,1.192e-14,2.864e-13,2.605e-13,3.123e-13,4.346e-14,3.829e-14,4.828e-14,1.004e-14,7.837e-15,1.212e-14,0.0,0.35,0.603,0.303,0.0005754,0.009448,0.008873,0.01002,1.0,0.535,0.984,0.987,0.001842,0.01417,0.01219,0.01671,0.0,0.379,0.857,0.48,0.0005666,0.003033,0.002374,0.004312
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,1.045,1.606,0.144,0.02785,0.0003858,0.02837,0.02735,0.4097,0.8445,0.6658,2.976e-13,2.674e-13,3.257e-13,4.524e-14,3.976e-14,5.071e-14,5.854e-15,4.089e-15,7.62e-15,2.838e-13,2.545e-13,3.111e-13,4.499e-14,3.939e-14,5.06e-14,6.251e-15,4.336e-15,8.167e-15,0.0,0.486,0.865,0.957,0.002286,0.01013,0.007868,0.02039,0.0,0.112,0.895,0.839,0.0002297,0.01598,0.01576,0.01631,0.0,0.38,0.305,0.198,0.0002099,0.001731,0.001543,0.002483
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,0.9,1.874,0.082,0.02805,3.43e-05,0.02808,0.02801,0.3285,0.6321,0.3823,2.53e-13,2.26e-13,2.8e-13,4.66e-14,4.093e-14,5.227e-14,1.283e-14,1.032e-14,1.533e-14,2.35e-13,2.073e-13,2.608e-13,4.631e-14,4.025e-14,5.199e-14,1.287e-14,1.017e-14,1.541e-14,0.0,0.105,0.291,0.141,8.971e-05,0.01041,0.01029,0.01049,0.0,0.354,0.759,0.907,0.002476,0.01342,0.01071,0.0242,0.0,0.167,0.222,0.09,9.137e-05,0.004232,0.00415,0.004337
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,1.107,1.256,0.092,0.02268,4.977e-05,0.02273,0.02263,0.5209,0.7158,0.3098,2.592e-13,2.317e-13,2.867e-13,2.918e-14,2.469e-14,3.366e-14,9.478e-15,7.263e-15,1.157e-14,2.587e-13,2.309e-13,2.866e-13,2.872e-14,2.414e-14,3.303e-14,9.819e-15,7.493e-15,1.202e-14,0.0,0.155,0.492,0.486,0.0001228,0.006415,0.006278,0.006581,0.0,0.121,0.703,0.749,0.0001668,0.01313,0.01294,0.01331,1.0,0.516,0.986,0.902,0.0005696,0.003099,0.002526,0.003801
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,0.18,0.01747,0.000427,0.01791,0.01694,0.4247,0.7158,0.4135,2.355e-13,2.064e-13,2.647e-13,3.021e-14,2.475e-14,3.53e-14,6.978e-15,4.515e-15,9.339e-15,2.418e-13,2.119e-13,2.716e-13,3.097e-14,2.544e-14,3.65e-14,7.897e-15,5.224e-15,1.045e-14,0.0,0.343,0.555,0.534,0.0007946,0.005747,0.004983,0.009635,0.0,0.154,0.563,0.739,0.0006922,0.01027,0.009348,0.01236,0.0,0.33,0.265,0.403,0.000115,0.001471,0.001367,0.001933
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,0.144,0.01445,0.0002351,0.01466,0.01415,0.9994,0.01,-0.9981,0.0,0.0,1.262e-14,0.0,0.0,3.926e-15,3.211e-15,1.475e-15,4.946e-15,0.0,0.0,1.653e-14,6.305e-15,2.68e-15,9.931e-15,4.006e-15,2.236e-15,5.776e-15,,,,,,,,,,,,,,,,,,,,,,,,
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,1.07,1.52,0.153,0.02399,0.0004878,0.02447,0.02328,0.4497,0.7683,0.4834,2.688e-13,2.397e-13,2.979e-13,3.856e-14,3.293e-14,4.419e-14,7.849e-15,5.396e-15,1.018e-14,2.436e-13,2.161e-13,2.711e-13,3.715e-14,3.123e-14,4.306e-14,7.932e-15,5.446e-15,1.03e-14,0.0,0.234,0.702,0.689,0.000406,0.007997,0.007488,0.008555,0.0,0.07,0.665,0.516,2.06e-05,0.01426,0.01423,0.01428,2.0,0.78,0.944,0.881,0.0007063,0.001725,0.000721,0.002422
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,1.136,1.422,0.086,0.02103,0.000183,0.02132,0.02087,0.381,0.7645,0.5372,2.439e-13,2.144e-13,2.734e-13,3.697e-14,3.14e-14,4.254e-14,6.449e-15,4.299e-15,8.598e-15,2.408e-13,2.108e-13,2.708e-13,4.18e-14,3.549e-14,4.81e-14,7.521e-15,5.06e-15,9.983e-15,2.0,0.728,0.649,0.814,0.00263,0.007782,0.005321,0.01711,0.0,0.169,0.748,0.889,0.0009664,0.01176,0.01086,0.01571,0.0,0.397,0.626,0.702,0.0001619,0.001504,0.001378,0.002189
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,1.043,1.383,0.165,0.02095,0.0003189,0.02127,0.02063,0.466,0.7171,0.3723,2.729e-13,2.408e-13,3.049e-13,3.258e-14,2.73e-14,3.786e-14,8.565e-15,6.311e-15,1.071e-14,2.794e-13,2.464e-13,3.125e-13,3.268e-14,2.7e-14,3.836e-14,8.17e-15,5.535e-15,1.081e-14,0.0,0.227,0.444,0.16,0.0002121,0.006665,0.006453,0.006877,0.0,0.2,0.949,0.864,0.0004221,0.01224,0.01172,0.01283,2.0,0.807,0.948,0.735,0.0009501,0.002039,0.001167,0.004877
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,0.168,0.01112,0.001008,0.01391,0.009806,0.3573,0.5497,0.2386,1.191e-13,9.186e-14,1.45e-13,1.397e-14,1.031e-14,1.764e-14,5.257e-15,3.504e-15,7.009e-15,1.211e-13,9.306e-14,1.477e-13,1.278e-14,9.162e-15,1.619e-14,5.288e-15,3.557e-15,7.019e-15,2.0,0.695,0.244,0.609,0.001265,0.003952,0.002899,0.008112,0.0,0.236,0.824,0.757,0.0002708,0.005309,0.00502,0.005708,0.0,0.366,0.092,0.176,0.0001815,0.001852,0.001737,0.002814
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,0.112,0.006705,0.0002985,0.007928,0.006449,0.451,0.7383,0.426,4.687e-14,3.614e-14,5.703e-14,9.435e-15,6.806e-15,1.191e-14,2.372e-15,1.277e-15,3.467e-15,4.831e-14,3.725e-14,5.879e-14,9.689e-15,6.988e-15,1.239e-14,2.245e-15,1.182e-15,3.308e-15,0.0,0.289,0.289,0.099,0.0001604,0.002192,0.002087,0.003101,1.0,0.637,0.699,0.948,0.0008685,0.003739,0.00317,0.008227,0.0,0.433,0.217,0.106,5.934e-05,0.0007736,0.0007427,0.001037
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,0.083,0.01508,7.035e-05,0.01516,0.01499,0.4897,0.6296,0.1949,1.933e-13,1.657e-13,2.209e-13,2.63e-14,2.08e-14,3.15e-14,8.617e-15,5.837e-15,1.14e-14,1.936e-13,1.655e-13,2.217e-13,2.661e-14,2.11e-14,3.213e-14,9.296e-15,6.297e-15,1.229e-14,1.0,0.611,0.711,0.761,0.001053,0.004329,0.003535,0.008865,0.0,0.19,0.789,0.79,0.0003341,0.008941,0.008476,0.009403,0.0,0.344,0.572,0.622,0.0001746,0.001815,0.001679,0.002405
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,0.551,0.01434,0.00172,0.01652,0.0127,0.4185,0.7408,0.4635,1.808e-13,1.547e-13,2.069e-13,2.843e-14,2.306e-14,3.38e-14,6.761e-15,4.282e-15,9.239e-15,1.866e-13,1.596e-13,2.136e-13,2.838e-14,2.296e-14,3.38e-14,6.935e-15,4.349e-15,9.403e-15,2.0,0.677,0.754,0.294,0.001289,0.004913,0.003983,0.01074,0.0,0.301,0.877,0.812,0.0006397,0.00847,0.007486,0.00926,2.0,0.78,0.921,0.844,0.0005119,0.001093,0.0005812,0.001605
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,,,,,,,,,0.0,0.0,6.799e-15,0.0,0.0,1.516e-15,0.0,0.0,1.649e-15,0.0,0.0,6.799e-15,0.0,0.0,1.55e-15,0.0,0.0,1.794e-15,,,,,,,,,,,,,,,,,,,,,,,,
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,,,,,,,,,0.0,0.0,1.503e-13,0.0,0.0,1.452e-14,0.0,0.0,2.751e-15,0.0,0.0,1.503e-13,0.0,0.0,1.224e-14,0.0,0.0,3.346e-15,,,,,,,,,,,,,,,,,,,,,,,,
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,,,,,,,,,4.891e-12,4.292e-12,5.489e-12,9.667e-14,6.982e-14,1.222e-13,0.0,0.0,4.029e-14,4.848e-12,4.253e-12,5.408e-12,9.667e-14,6.982e-14,1.222e-13,0.0,0.0,3.785e-14,,,,,,,,,,,,,,,,,,,,,,,,
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,,,,,,,,,0.0,0.0,6.717e-14,0.0,0.0,1.168e-14,0.0,0.0,5.614e-15,0.0,0.0,6.717e-14,0.0,0.0,1.1e-14,0.0,0.0,4.928e-15,,,,,,,,,,,,,,,,,,,,,,,,
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,0.206,0.006481,0.0001652,0.006646,0.006316,0.1761,0.3948,0.2286,6.15e-14,4.742e-14,7.483e-14,1.414e-14,1.088e-14,1.722e-14,5.073e-15,3.022e-15,7.124e-15,5.923e-14,4.52e-14,7.247e-14,1.407e-14,1.078e-14,1.718e-14,5.053e-15,2.958e-15,7.148e-15,0.0,0.237,0.397,0.324,0.0001886,0.002718,0.002577,0.00356,0.0,0.341,0.086,0.093,0.0003286,0.002928,0.002678,0.004547,0.0,0.407,0.193,0.109,6.198e-05,0.0008364,0.000796,0.001118
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,0.767,0.008729,0.003355,0.02222,0.005264,0.5746,0.6496,0.1049,1.35e-13,1.137e-13,1.562e-13,1.304e-14,9.726e-15,1.635e-14,4.84e-15,2.924e-15,6.756e-15,1.373e-13,1.154e-13,1.593e-13,1.296e-14,9.41e-15,1.631e-14,4.724e-15,2.714e-15,6.633e-15,0.0,0.39,0.573,0.288,0.0002543,0.002131,0.001951,0.003746,2.0,0.777,0.588,0.865,0.002125,0.005746,0.003778,0.01581,0.0,0.475,0.859,0.46,9.639e-05,0.000852,0.0007857,0.001304
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,0.751,0.003964,0.001191,0.008753,0.002935,0.6708,0.6996,0.0037,5.875e-14,4.501e-14,7.172e-14,4.565e-15,2.49e-15,6.536e-15,1.839e-15,6.569e-16,2.956e-15,6.101e-14,4.674e-14,7.447e-14,3.946e-15,2.077e-15,5.712e-15,2.023e-15,7.672e-16,3.208e-15,1.0,0.532,0.454,0.467,8.76e-05,0.0007712,0.0007147,0.001367,0.0,0.436,0.132,0.12,0.0004202,0.002864,0.002548,0.004821,,,,,,,,
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,0.619,0.005959,0.00102,0.006979,0.004939,0.5084,0.7758,0.4185,7.827e-14,6.262e-14,9.305e-14,9.269e-15,6.643e-15,1.19e-14,1.84e-15,5.662e-16,3.043e-15,7.626e-14,6.066e-14,9.099e-14,1.004e-14,7.245e-15,1.284e-14,2.049e-15,6.829e-16,3.339e-15,0.0,0.26,0.463,0.565,0.0001302,0.001704,0.001475,0.001877,2.0,0.81,0.939,0.832,0.001229,0.003938,0.002709,0.005167,,,,,,,,
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,0.863,0.01157,0.004674,0.01933,0.006723,0.6196,0.7645,0.2723,1.332e-13,1.132e-13,1.532e-13,1.18e-14,8.943e-15,1.467e-14,4.144e-15,2.697e-15,5.525e-15,1.295e-13,1.099e-13,1.492e-13,1.15e-14,8.442e-15,1.437e-14,4.441e-15,2.89e-15,5.921e-15,0.0,0.433,0.64,0.76,0.0004031,0.00264,0.002335,0.004303,1.0,0.576,0.902,0.937,0.002103,0.007342,0.00543,0.01087,0.0,0.358,0.592,0.482,0.0001136,0.001384,0.001303,0.00178
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,0.834,1.892,0.348,0.01576,0.0007936,0.01655,0.01497,0.2911,0.7008,0.5122,1.71e-13,1.479e-13,1.928e-13,2.801e-14,2.393e-14,3.185e-14,5.568e-15,4.016e-15,7.12e-15,1.621e-13,1.399e-13,1.844e-13,2.932e-14,2.497e-14,3.341e-14,5.078e-15,3.529e-15,6.541e-15,0.0,0.107,0.017,0.077,0.0002752,0.006425,0.006206,0.008021,0.0,0.432,0.867,0.805,0.0006755,0.00763,0.006954,0.008305,0.0,0.49,0.43,0.823,0.0002274,0.001706,0.001572,0.002864
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,0.234,0.008236,0.0006245,0.009242,0.007427,0.461,0.8307,0.5959,9.07e-14,7.502e-14,1.064e-13,1.092e-14,8.403e-15,1.331e-14,1.834e-15,9.17e-16,2.751e-15,9.606e-14,7.946e-14,1.127e-13,1.082e-14,8.261e-15,1.339e-14,1.642e-15,7.184e-16,2.515e-15,1.0,0.624,0.57,0.87,0.0007762,0.00279,0.002019,0.005641,0.0,0.137,0.419,0.842,0.0001915,0.004891,0.004646,0.005221,,,,,,,,
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,0.837,0.007549,0.001978,0.009957,0.005767,0.3173,0.6683,0.4435,7.412e-14,6.057e-14,8.767e-14,1.335e-14,1.058e-14,1.611e-14,3.152e-15,1.977e-15,4.264e-15,8.033e-14,6.585e-14,9.481e-14,1.3e-14,1.024e-14,1.576e-14,3.11e-15,1.928e-15,4.292e-15,0.0,0.417,0.797,0.613,0.0005015,0.003003,0.002193,0.00414,1.0,0.555,0.976,0.975,0.000831,0.003817,0.003216,0.007977,1.0,0.543,0.922,0.828,0.0001115,0.000904,0.0008455,0.00168
ATO J278.3657-10.5901,0.05,0.67, 18 33 27.77,-10 35 24.41, 2CXO J183327.7-103524,,,0.114,0.01439,8.845e-05,0.01448,0.01431,0.4672,0.7958,0.5209,1.513e-13,1.323e-13,1.692e-13,2.078e-14,1.726e-14,2.409e-14,3.849e-15,2.566e-15,5.132e-15,1.553e-13,1.354e-13,1.739e-13,2.049e-14,1.68e-14,2.397e-14,3.642e-15,2.311e-15,4.903e-15,0.0,0.168,0.673,0.327,0.0001568,0.004633,0.004491,0.00487,0.0,0.086,0.258,0.058,3.307e-05,0.008677,0.008634,0.00872,0.0,0.429,0.76,0.326,0.0001156,0.001085,0.00101,0.001518
AX J1631.9-4752,0.01,0.98, 16 32 01.87,-47 52 28.02, 2CXO J163201.8-475228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AX J1631.9-4752,0.01,0.98, 16 32 01.87,-47 52 28.02, 2CXO J163201.8-475228,185.3,-1.017,0.049,0.2766,0.0003216,0.277,0.2763,0.9931,0.9944,0.0075,1.123e-11,1.099e-11,1.148e-11,7.653e-15,5.102e-15,1.02e-14,1.178e-14,5.73e-15,1.751e-14,9.787e-12,9.547e-12,1.003e-11,4.665e-15,2.333e-15,6.875e-15,3.883e-15,1.387e-15,6.379e-15,0.0,0.398,0.833,0.421,9.736e-05,0.001128,0.001065,0.0016,0.0,0.028,0.958,0.942,0.0001711,0.275,0.2748,0.2752,,,,,,,,
AX J163904-4642,0.01,0.93, 16 39 05.48,-46 42 12.84, 2CXO J163905.4-464212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
